COUNTRY_PERIOD_INDEX,YEAR,ISO3_COUNTRY_CODE,OECD_RATING
CAN-2000,2000,CAN,1
CAN-2001,2001,CAN,1
CAN-2002,2002,CAN,1
CAN-2003,2003,CAN,1
CAN-2004,2004,CAN,1
CAN-2005,2005,CAN,1
CAN-2006,2006,CAN,1
CAN-2007,2007,CAN,1
CAN-2008,2008,CAN,1
CAN-2009,2009,CAN,1
CAN-2010,2010,CAN,1
CAN-2011,2011,CAN,1
CAN-2012,2012,CAN,1
CAN-2013,2013,CAN,1
CAN-2014,2014,CAN,1
CAN-2015,2015,CAN,1
CAN-2016,2016,CAN,1
CAN-2017,2017,CAN,1
CAN-2018,2018,CAN,1
CAN-2019,2019,CAN,1
CAN-2020,2020,CAN,1
CAN-2021,2021,CAN,1
CAN-2022,2022,CAN,1
CAN-2023,2023,CAN,1
CAN-2024,2024,CAN,-
CAN-2025,2025,CAN,-
CAN-2026,2026,CAN,-
CAF-1999,1999,CAF,7
CAF-2000,2000,CAF,7
CAF-2001,2001,CAF,7
CAF-2002,2002,CAF,7
CAF-2003,2003,CAF,7
CAF-2004,2004,CAF,7
CAF-2005,2005,CAF,7
CAF-2006,2006,CAF,7
CAF-2007,2007,CAF,7
CAF-2008,2008,CAF,7
CAF-2009,2009,CAF,7
CAF-2010,2010,CAF,7
CAF-2011,2011,CAF,7
CAF-2012,2012,CAF,7
CAF-2013,2013,CAF,7
CAF-2014,2014,CAF,7
CAF-2015,2015,CAF,1
CAF-2016,2016,CAF,1
CAF-2017,2017,CAF,1
CAF-2018,2018,CAF,1
CAF-2019,2019,CAF,1
CAF-2020,2020,CAF,1
CAF-2021,2021,CAF,1
CAF-2022,2022,CAF,1
CAF-2023,2023,CAF,1
CAF-2024,2024,CAF,-
CAF-2025,2025,CAF,-
CAF-2026,2026,CAF,-
TCD-1999,1999,TCD,7
TCD-2000,2000,TCD,7
TCD-2001,2001,TCD,7
TCD-2002,2002,TCD,7
TCD-2003,2003,TCD,7
TCD-2004,2004,TCD,7
TCD-2005,2005,TCD,7
TCD-2006,2006,TCD,7
TCD-2007,2007,TCD,7
TCD-2008,2008,TCD,7
TCD-2009,2009,TCD,7
TCD-2010,2010,TCD,7
TCD-2011,2011,TCD,7
TCD-2012,2012,TCD,7
TCD-2013,2013,TCD,7
TCD-2014,2014,TCD,7
TCD-2015,2015,TCD,1
TCD-2016,2016,TCD,1
TCD-2017,2017,TCD,1
TCD-2018,2018,TCD,1
TCD-2019,2019,TCD,1
TCD-2020,2020,TCD,1
TCD-2021,2021,TCD,1
TCD-2022,2022,TCD,1
TCD-2023,2023,TCD,1
TCD-2024,2024,TCD,-
TCD-2025,2025,TCD,-
TCD-2026,2026,TCD,-
CHL-1999,1999,CHL,2
CHL-2000,2000,CHL,2
CHL-2001,2001,CHL,2
CHL-2002,2002,CHL,2
CHL-2003,2003,CHL,2
CHL-2004,2004,CHL,2
CHL-2005,2005,CHL,2
CHL-2006,2006,CHL,2
CHL-2007,2007,CHL,2
CHL-2008,2008,CHL,2
CHL-2009,2009,CHL,2
CHL-2010,2010,CHL,2
CHL-2011,2011,CHL,2
CHL-2012,2012,CHL,2
CHL-2013,2013,CHL,1
CHL-2014,2014,CHL,1
CHL-2015,2015,CHL,1
CHL-2016,2016,CHL,1
CHL-2017,2017,CHL,1
CHL-2018,2018,CHL,1
CHL-2019,2019,CHL,1
CHL-2020,2020,CHL,1
CHL-2021,2021,CHL,1
CHL-2022,2022,CHL,1
CHL-2023,2023,CHL,1
CHL-2024,2024,CHL,-
CHL-2025,2025,CHL,-
CHL-2026,2026,CHL,-
CHN-1999,1999,CHN,2
CHN-2000,2000,CHN,2
CHN-2001,2001,CHN,2
CHN-2002,2002,CHN,2
CHN-2003,2003,CHN,2
CHN-2004,2004,CHN,2
CHN-2005,2005,CHN,2
CHN-2006,2006,CHN,2
CHN-2007,2007,CHN,2
CHN-2008,2008,CHN,2
CHN-2009,2009,CHN,2
CHN-2010,2010,CHN,2
CHN-2011,2011,CHN,2
CHN-2012,2012,CHN,2
CHN-2013,2013,CHN,2
CHN-2014,2014,CHN,2
CHN-2015,2015,CHN,2
CHN-2016,2016,CHN,2
CHN-2017,2017,CHN,2
CHN-2018,2018,CHN,2
CHN-2019,2019,CHN,2
CHN-2020,2020,CHN,2
CHN-2021,2021,CHN,2
CHN-2022,2022,CHN,2
CHN-2023,2023,CHN,2
CHN-2024,2024,CHN,-
CHN-2025,2025,CHN,-
CHN-2026,2026,CHN,-
COL-1999,1999,COL,4
COL-2000,2000,COL,5
COL-2001,2001,COL,5
COL-2002,2002,COL,5
COL-2003,2003,COL,6
COL-2004,2004,COL,6
COL-2005,2005,COL,5
COL-2006,2006,COL,5
COL-2007,2007,COL,4
COL-2008,2008,COL,4
COL-2009,2009,COL,4
COL-2010,2010,COL,4
COL-2011,2011,COL,4
COL-2012,2012,COL,4
COL-2013,2013,COL,4
COL-2014,2014,COL,4
COL-2015,2015,COL,4
COL-2016,2016,COL,4
COL-2017,2017,COL,4
COL-2018,2018,COL,4
COL-2019,2019,COL,4
COL-2020,2020,COL,4
COL-2021,2021,COL,4
COL-2022,2022,COL,4
COL-2023,2023,COL,4
COL-2024,2024,COL,-
COL-2025,2025,COL,-
COL-2026,2026,COL,-
COM-1999,1999,COM,-
COM-2000,2000,COM,-
COM-2001,2001,COM,-
COM-2002,2002,COM,-
COM-2003,2003,COM,-
COM-2004,2004,COM,-
COM-2005,2005,COM,-
COM-2006,2006,COM,-
COM-2007,2007,COM,-
COM-2008,2008,COM,-
COM-2009,2009,COM,-
COM-2010,2010,COM,-
COM-2011,2011,COM,-
COM-2012,2012,COM,-
COM-2013,2013,COM,-
COM-2014,2014,COM,-
COM-2015,2015,COM,-
COM-2016,2016,COM,-
COM-2017,2017,COM,-
COM-2018,2018,COM,-
COM-2019,2019,COM,-
COM-2020,2020,COM,-
COM-2021,2021,COM,-
COM-2022,2022,COM,-
COM-2023,2023,COM,-
COM-2024,2024,COM,-
COM-2025,2025,COM,-
COM-2026,2026,COM,-
COG-1999,1999,COG,7
COG-2000,2000,COG,7
COG-2001,2001,COG,7
COG-2002,2002,COG,7
COG-2003,2003,COG,7
COG-2004,2004,COG,7
COG-2005,2005,COG,7
COG-2006,2006,COG,7
COG-2007,2007,COG,7
COG-2008,2008,COG,7
COG-2009,2009,COG,7
COG-2010,2010,COG,7
COG-2011,2011,COG,7
COG-2012,2012,COG,6
COG-2013,2013,COG,6
COG-2014,2014,COG,6
COG-2015,2015,COG,1
COG-2016,2016,COG,1
COG-2017,2017,COG,1
COG-2018,2018,COG,1
COG-2019,2019,COG,1
COG-2020,2020,COG,1
COG-2021,2021,COG,1
COG-2022,2022,COG,1
COG-2023,2023,COG,1
COG-2024,2024,COG,-
COG-2025,2025,COG,-
COG-2026,2026,COG,-
CRI-1999,1999,CRI,5
CRI-2000,2000,CRI,4
CRI-2001,2001,CRI,3
CRI-2002,2002,CRI,3
CRI-2003,2003,CRI,3
CRI-2004,2004,CRI,3
CRI-2005,2005,CRI,3
CRI-2006,2006,CRI,3
CRI-2007,2007,CRI,3
CRI-2008,2008,CRI,3
CRI-2009,2009,CRI,3
CRI-2010,2010,CRI,3
CRI-2011,2011,CRI,3
CRI-2012,2012,CRI,3
CRI-2013,2013,CRI,3
CRI-2014,2014,CRI,3
CRI-2015,2015,CRI,3
CRI-2016,2016,CRI,3
CRI-2017,2017,CRI,3
CRI-2018,2018,CRI,3
CRI-2019,2019,CRI,3
CRI-2020,2020,CRI,3
CRI-2021,2021,CRI,4
CRI-2022,2022,CRI,4
CRI-2023,2023,CRI,4
CRI-2024,2024,CRI,-
CRI-2025,2025,CRI,-
CRI-2026,2026,CRI,-
CIV-1999,1999,CIV,6
CIV-2000,2000,CIV,7
CIV-2001,2001,CIV,7
CIV-2002,2002,CIV,7
CIV-2003,2003,CIV,7
CIV-2004,2004,CIV,7
CIV-2005,2005,CIV,7
CIV-2006,2006,CIV,7
CIV-2007,2007,CIV,7
CIV-2008,2008,CIV,7
CIV-2009,2009,CIV,7
CIV-2010,2010,CIV,7
CIV-2011,2011,CIV,7
CIV-2012,2012,CIV,7
CIV-2013,2013,CIV,7
CIV-2014,2014,CIV,7
CIV-2015,2015,CIV,1
CIV-2016,2016,CIV,1
CIV-2017,2017,CIV,1
CIV-2018,2018,CIV,1
CIV-2019,2019,CIV,1
CIV-2020,2020,CIV,1
CIV-2021,2021,CIV,1
CIV-2022,2022,CIV,1
CIV-2023,2023,CIV,1
CIV-2024,2024,CIV,-
CIV-2025,2025,CIV,-
CIV-2026,2026,CIV,-
HRV-1999,1999,HRV,5
HRV-2000,2000,HRV,5
HRV-2001,2001,HRV,4
HRV-2002,2002,HRV,4
HRV-2003,2003,HRV,4
HRV-2004,2004,HRV,4
HRV-2005,2005,HRV,4
HRV-2006,2006,HRV,4
HRV-2007,2007,HRV,4
HRV-2008,2008,HRV,4
HRV-2009,2009,HRV,4
HRV-2010,2010,HRV,5
HRV-2011,2011,HRV,5
HRV-2012,2012,HRV,5
HRV-2013,2013,HRV,5
HRV-2014,2014,HRV,5
HRV-2015,2015,HRV,5
HRV-2016,2016,HRV,5
HRV-2017,2017,HRV,1
HRV-2018,2018,HRV,1
HRV-2019,2019,HRV,1
HRV-2020,2020,HRV,1
HRV-2021,2021,HRV,1
HRV-2022,2022,HRV,1
HRV-2023,2023,HRV,1
HRV-2024,2024,HRV,-
HRV-2025,2025,HRV,-
HRV-2026,2026,HRV,-
CUB-1999,1999,CUB,7
CUB-2000,2000,CUB,7
CUB-2001,2001,CUB,7
CUB-2002,2002,CUB,7
CUB-2003,2003,CUB,7
CUB-2004,2004,CUB,7
CUB-2005,2005,CUB,7
CUB-2006,2006,CUB,7
CUB-2007,2007,CUB,7
CUB-2008,2008,CUB,7
CUB-2009,2009,CUB,7
CUB-2010,2010,CUB,7
CUB-2011,2011,CUB,7
CUB-2012,2012,CUB,7
CUB-2013,2013,CUB,7
CUB-2014,2014,CUB,7
CUB-2015,2015,CUB,7
CUB-2016,2016,CUB,7
CUB-2017,2017,CUB,7
CUB-2018,2018,CUB,7
CUB-2019,2019,CUB,7
CUB-2020,2020,CUB,7
CUB-2021,2021,CUB,7
CUB-2022,2022,CUB,7
CUB-2023,2023,CUB,7
CUB-2024,2024,CUB,-
CUB-2025,2025,CUB,-
CUB-2026,2026,CUB,-
CUW-1999,1999,CUW,-
CUW-2000,2000,CUW,-
CUW-2001,2001,CUW,-
CUW-2002,2002,CUW,-
CUW-2003,2003,CUW,-
CUW-2004,2004,CUW,-
CUW-2005,2005,CUW,-
CUW-2006,2006,CUW,-
CUW-2007,2007,CUW,-
CUW-2008,2008,CUW,-
CUW-2009,2009,CUW,-
CUW-2010,2010,CUW,-
CUW-2011,2011,CUW,-
CUW-2012,2012,CUW,-
CUW-2013,2013,CUW,-
CUW-2014,2014,CUW,-
CUW-2015,2015,CUW,5
CUW-2016,2016,CUW,5
CUW-2017,2017,CUW,5
CUW-2018,2018,CUW,5
CUW-2019,2019,CUW,5
CUW-2020,2020,CUW,5
CUW-2021,2021,CUW,5
CUW-2022,2022,CUW,5
CUW-2023,2023,CUW,5
CUW-2024,2024,CUW,-
CUW-2025,2025,CUW,-
CUW-2026,2026,CUW,-
CYP-1999,1999,CYP,3
CYP-2000,2000,CYP,4
CYP-2001,2001,CYP,3
CYP-2002,2002,CYP,3
CYP-2003,2003,CYP,3
CYP-2004,2004,CYP,3
CYP-2005,2005,CYP,3
CYP-2006,2006,CYP,3
CYP-2007,2007,CYP,2
CYP-2008,2008,CYP,2
CYP-2009,2009,CYP,1
CYP-2010,2010,CYP,1
CYP-2011,2011,CYP,1
CYP-2012,2012,CYP,1
CYP-2013,2013,CYP,-
CYP-2014,2014,CYP,-
CYP-2015,2015,CYP,-
CYP-2016,2016,CYP,-
CYP-2017,2017,CYP,-
CYP-2018,2018,CYP,-
CYP-2019,2019,CYP,-
CYP-2020,2020,CYP,-
CYP-2021,2021,CYP,-
CYP-2022,2022,CYP,-
CYP-2023,2023,CYP,-
CYP-2024,2024,CYP,-
CYP-2025,2025,CYP,-
CYP-2026,2026,CYP,-
CZE-1999,1999,CZE,2
CZE-2000,2000,CZE,2
CZE-2001,2001,CZE,2
CZE-2002,2002,CZE,2
CZE-2003,2003,CZE,2
CZE-2004,2004,CZE,2
CZE-2005,2005,CZE,2
CZE-2006,2006,CZE,2
CZE-2007,2007,CZE,1
CZE-2008,2008,CZE,1
CZE-2009,2009,CZE,1
CZE-2010,2010,CZE,1
CZE-2011,2011,CZE,1
CZE-2012,2012,CZE,1
CZE-2013,2013,CZE,1
CZE-2014,2014,CZE,1
CZE-2015,2015,CZE,1
CZE-2016,2016,CZE,1
CZE-2017,2017,CZE,1
CZE-2018,2018,CZE,1
CZE-2019,2019,CZE,1
CZE-2020,2020,CZE,1
CZE-2021,2021,CZE,1
CZE-2022,2022,CZE,1
CZE-2023,2023,CZE,1
CZE-2024,2024,CZE,-
CZE-2025,2025,CZE,-
CZE-2026,2026,CZE,-
PRK-1999,1999,PRK,7
PRK-2000,2000,PRK,7
PRK-2001,2001,PRK,7
PRK-2002,2002,PRK,7
PRK-2003,2003,PRK,7
PRK-2004,2004,PRK,7
PRK-2005,2005,PRK,7
PRK-2006,2006,PRK,7
PRK-2007,2007,PRK,7
PRK-2008,2008,PRK,7
PRK-2009,2009,PRK,7
PRK-2010,2010,PRK,7
PRK-2011,2011,PRK,7
PRK-2012,2012,PRK,7
PRK-2013,2013,PRK,7
PRK-2014,2014,PRK,7
PRK-2015,2015,PRK,7
PRK-2016,2016,PRK,7
PRK-2017,2017,PRK,7
PRK-2018,2018,PRK,7
PRK-2019,2019,PRK,7
PRK-2020,2020,PRK,7
PRK-2021,2021,PRK,7
PRK-2022,2022,PRK,7
PRK-2023,2023,PRK,7
PRK-2024,2024,PRK,-
PRK-2025,2025,PRK,-
PRK-2026,2026,PRK,-
COD-1999,1999,COD,7
COD-2000,2000,COD,7
COD-2001,2001,COD,7
COD-2002,2002,COD,7
COD-2003,2003,COD,7
COD-2004,2004,COD,7
COD-2005,2005,COD,7
COD-2006,2006,COD,7
COD-2007,2007,COD,7
COD-2008,2008,COD,7
COD-2009,2009,COD,7
COD-2010,2010,COD,7
COD-2011,2011,COD,7
COD-2012,2012,COD,7
COD-2013,2013,COD,7
COD-2014,2014,COD,7
COD-2015,2015,COD,7
COD-2016,2016,COD,7
COD-2017,2017,COD,7
COD-2018,2018,COD,7
COD-2019,2019,COD,7
COD-2020,2020,COD,7
COD-2021,2021,COD,7
COD-2022,2022,COD,7
COD-2023,2023,COD,7
COD-2024,2024,COD,-
COD-2025,2025,COD,-
COD-2026,2026,COD,-
DNK-1999,1999,DNK,1
DNK-2000,2000,DNK,1
DNK-2001,2001,DNK,1
DNK-2002,2002,DNK,1
DNK-2003,2003,DNK,1
DNK-2004,2004,DNK,1
DNK-2005,2005,DNK,1
DNK-2006,2006,DNK,1
DNK-2007,2007,DNK,1
DNK-2008,2008,DNK,1
DNK-2009,2009,DNK,1
DNK-2010,2010,DNK,1
DNK-2011,2011,DNK,1
DNK-2012,2012,DNK,1
DNK-2013,2013,DNK,1
DNK-2014,2014,DNK,1
DNK-2015,2015,DNK,1
DNK-2016,2016,DNK,1
DNK-2017,2017,DNK,1
DNK-2018,2018,DNK,1
DNK-2019,2019,DNK,1
DNK-2020,2020,DNK,1
DNK-2021,2021,DNK,1
DNK-2022,2022,DNK,1
DNK-2023,2023,DNK,1
DNK-2024,2024,DNK,-
DNK-2025,2025,DNK,-
DNK-2026,2026,DNK,-
DJI-1999,1999,DJI,-
DJI-2000,2000,DJI,-
DJI-2001,2001,DJI,-
DJI-2002,2002,DJI,-
DJI-2003,2003,DJI,-
DJI-2004,2004,DJI,-
DJI-2005,2005,DJI,-
DJI-2006,2006,DJI,-
DJI-2007,2007,DJI,-
DJI-2008,2008,DJI,-
DJI-2009,2009,DJI,-
DJI-2010,2010,DJI,-
DJI-2011,2011,DJI,-
DJI-2012,2012,DJI,-
DJI-2013,2013,DJI,-
DJI-2014,2014,DJI,7
DJI-2015,2015,DJI,7
DJI-2016,2016,DJI,7
DJI-2017,2017,DJI,7
DJI-2018,2018,DJI,7
DJI-2019,2019,DJI,7
DJI-2020,2020,DJI,7
DJI-2021,2021,DJI,7
DJI-2022,2022,DJI,7
DJI-2023,2023,DJI,7
DJI-2024,2024,DJI,-
DJI-2025,2025,DJI,-
DJI-2026,2026,DJI,-
DMA-1999,1999,DMA,-
DMA-2000,2000,DMA,-
DMA-2001,2001,DMA,-
DMA-2002,2002,DMA,-
DMA-2003,2003,DMA,-
DMA-2004,2004,DMA,-
DMA-2005,2005,DMA,-
DMA-2006,2006,DMA,-
DMA-2007,2007,DMA,-
DMA-2008,2008,DMA,-
DMA-2009,2009,DMA,-
DMA-2010,2010,DMA,-
DMA-2011,2011,DMA,-
DMA-2012,2012,DMA,-
DMA-2013,2013,DMA,-
DMA-2014,2014,DMA,-
DMA-2015,2015,DMA,-
DMA-2016,2016,DMA,-
DMA-2017,2017,DMA,-
DMA-2018,2018,DMA,-
DMA-2019,2019,DMA,-
DMA-2020,2020,DMA,-
DMA-2021,2021,DMA,-
DMA-2022,2022,DMA,-
DMA-2023,2023,DMA,-
DMA-2024,2024,DMA,-
DMA-2025,2025,DMA,-
DMA-2026,2026,DMA,-
DOM-1999,1999,DOM,5
DOM-2000,2000,DOM,5
DOM-2001,2001,DOM,5
DOM-2002,2002,DOM,5
DOM-2003,2003,DOM,5
DOM-2004,2004,DOM,6
DOM-2005,2005,DOM,6
DOM-2006,2006,DOM,6
DOM-2007,2007,DOM,5
DOM-2008,2008,DOM,5
DOM-2009,2009,DOM,5
DOM-2010,2010,DOM,5
DOM-2011,2011,DOM,5
DOM-2012,2012,DOM,5
DOM-2013,2013,DOM,5
DOM-2014,2014,DOM,5
DOM-2015,2015,DOM,5
DOM-2016,2016,DOM,5
DOM-2017,2017,DOM,5
DOM-2018,2018,DOM,4
DOM-2019,2019,DOM,4
DOM-2020,2020,DOM,4
DOM-2021,2021,DOM,4
DOM-2022,2022,DOM,4
DOM-2023,2023,DOM,4
DOM-2024,2024,DOM,-
DOM-2025,2025,DOM,-
DOM-2026,2026,DOM,-
ECU-1999,1999,ECU,6
ECU-2000,2000,ECU,7
ECU-2001,2001,ECU,7
ECU-2002,2002,ECU,7
ECU-2003,2003,ECU,7
ECU-2004,2004,ECU,7
ECU-2005,2005,ECU,7
ECU-2006,2006,ECU,7
ECU-2007,2007,ECU,7
ECU-2008,2008,ECU,7
ECU-2009,2009,ECU,7
ECU-2010,2010,ECU,7
ECU-2011,2011,ECU,7
ECU-2012,2012,ECU,7
ECU-2013,2013,ECU,7
ECU-2014,2014,ECU,7
ECU-2015,2015,ECU,6
ECU-2016,2016,ECU,6
ECU-2017,2017,ECU,6
ECU-2018,2018,ECU,6
ECU-2019,2019,ECU,6
ECU-2020,2020,ECU,6
ECU-2021,2021,ECU,7
ECU-2022,2022,ECU,6
ECU-2023,2023,ECU,6
ECU-2024,2024,ECU,-
ECU-2025,2025,ECU,-
ECU-2026,2026,ECU,-
EGY-1999,1999,EGY,4
EGY-2000,2000,EGY,4
EGY-2001,2001,EGY,4
EGY-2002,2002,EGY,4
EGY-2003,2003,EGY,4
EGY-2004,2004,EGY,4
EGY-2005,2005,EGY,4
EGY-2006,2006,EGY,4
EGY-2007,2007,EGY,4
EGY-2008,2008,EGY,4
EGY-2009,2009,EGY,4
EGY-2010,2010,EGY,4
EGY-2011,2011,EGY,4
EGY-2012,2012,EGY,4
EGY-2013,2013,EGY,5
EGY-2014,2014,EGY,6
EGY-2015,2015,EGY,6
EGY-2016,2016,EGY,6
EGY-2017,2017,EGY,6
EGY-2018,2018,EGY,6
EGY-2019,2019,EGY,6
EGY-2020,2020,EGY,5
EGY-2021,2021,EGY,5
EGY-2022,2022,EGY,5
EGY-2023,2023,EGY,5
EGY-2024,2024,EGY,-
EGY-2025,2025,EGY,-
EGY-2026,2026,EGY,-
SLV-1999,1999,SLV,4
SLV-2000,2000,SLV,4
SLV-2001,2001,SLV,4
SLV-2002,2002,SLV,4
SLV-2003,2003,SLV,4
SLV-2004,2004,SLV,4
SLV-2005,2005,SLV,4
SLV-2006,2006,SLV,4
SLV-2007,2007,SLV,4
SLV-2008,2008,SLV,4
SLV-2009,2009,SLV,4
SLV-2010,2010,SLV,4
SLV-2011,2011,SLV,4
SLV-2012,2012,SLV,4
SLV-2013,2013,SLV,4
SLV-2014,2014,SLV,4
SLV-2015,2015,SLV,1
SLV-2016,2016,SLV,1
SLV-2017,2017,SLV,1
SLV-2018,2018,SLV,1
SLV-2019,2019,SLV,1
SLV-2020,2020,SLV,1
SLV-2021,2021,SLV,1
SLV-2022,2022,SLV,1
SLV-2023,2023,SLV,1
SLV-2024,2024,SLV,-
SLV-2025,2025,SLV,-
SLV-2026,2026,SLV,-
GNQ-1999,1999,GNQ,-
GNQ-2000,2000,GNQ,-
GNQ-2001,2001,GNQ,7
GNQ-2002,2002,GNQ,7
GNQ-2003,2003,GNQ,7
GNQ-2004,2004,GNQ,7
GNQ-2005,2005,GNQ,7
GNQ-2006,2006,GNQ,7
GNQ-2007,2007,GNQ,7
GNQ-2008,2008,GNQ,7
GNQ-2009,2009,GNQ,7
GNQ-2010,2010,GNQ,7
GNQ-2011,2011,GNQ,7
GNQ-2012,2012,GNQ,7
GNQ-2013,2013,GNQ,7
GNQ-2014,2014,GNQ,7
GNQ-2015,2015,GNQ,1
GNQ-2016,2016,GNQ,1
GNQ-2017,2017,GNQ,1
GNQ-2018,2018,GNQ,1
GNQ-2019,2019,GNQ,1
GNQ-2020,2020,GNQ,1
GNQ-2021,2021,GNQ,1
GNQ-2022,2022,GNQ,1
GNQ-2023,2023,GNQ,1
GNQ-2024,2024,GNQ,-
GNQ-2025,2025,GNQ,-
GNQ-2026,2026,GNQ,-
ERI-1999,1999,ERI,-
ERI-2000,2000,ERI,-
ERI-2001,2001,ERI,-
ERI-2002,2002,ERI,-
ERI-2003,2003,ERI,-
ERI-2004,2004,ERI,-
ERI-2005,2005,ERI,-
ERI-2006,2006,ERI,-
ERI-2007,2007,ERI,-
ERI-2008,2008,ERI,7
ERI-2009,2009,ERI,7
ERI-2010,2010,ERI,7
ERI-2011,2011,ERI,7
ERI-2012,2012,ERI,7
ERI-2013,2013,ERI,7
ERI-2014,2014,ERI,7
ERI-2015,2015,ERI,7
ERI-2016,2016,ERI,7
ERI-2017,2017,ERI,7
ERI-2018,2018,ERI,7
ERI-2019,2019,ERI,7
ERI-2020,2020,ERI,7
ERI-2021,2021,ERI,7
ERI-2022,2022,ERI,7
ERI-2023,2023,ERI,7
ERI-2024,2024,ERI,-
ERI-2025,2025,ERI,-
ERI-2026,2026,ERI,-
EST-1999,1999,EST,3
EST-2000,2000,EST,3
EST-2001,2001,EST,3
EST-2002,2002,EST,3
EST-2003,2003,EST,3
EST-2004,2004,EST,3
EST-2005,2005,EST,3
EST-2006,2006,EST,2
EST-2007,2007,EST,2
EST-2008,2008,EST,2
EST-2009,2009,EST,2
EST-2010,2010,EST,3
EST-2011,2011,EST,4
EST-2012,2012,EST,1
EST-2013,2013,EST,1
EST-2014,2014,EST,1
EST-2015,2015,EST,1
EST-2016,2016,EST,1
EST-2017,2017,EST,1
EST-2018,2018,EST,1
EST-2019,2019,EST,1
EST-2020,2020,EST,1
EST-2021,2021,EST,1
EST-2022,2022,EST,1
EST-2023,2023,EST,1
EST-2024,2024,EST,-
EST-2025,2025,EST,-
EST-2026,2026,EST,-
BRB-1999,1999,BRB,-
BRB-2000,2000,BRB,-
BRB-2001,2001,BRB,-
BRB-2002,2002,BRB,-
BRB-2003,2003,BRB,-
BRB-2004,2004,BRB,-
BRB-2005,2005,BRB,-
BRB-2006,2006,BRB,-
BRB-2007,2007,BRB,-
BRB-2008,2008,BRB,-
BRB-2009,2009,BRB,-
BRB-2010,2010,BRB,-
BRB-2011,2011,BRB,-
BRB-2012,2012,BRB,-
BRB-2013,2013,BRB,-
BRB-2014,2014,BRB,-
BRB-2015,2015,BRB,-
BRB-2016,2016,BRB,-
BRB-2017,2017,BRB,-
BRB-2018,2018,BRB,-
BRB-2019,2019,BRB,-
BRB-2020,2020,BRB,-
BRB-2021,2021,BRB,-
BRB-2022,2022,BRB,-
BRB-2023,2023,BRB,-
BRB-2024,2024,BRB,-
BRB-2025,2025,BRB,-
BRB-2026,2026,BRB,-
SWZ-1999,1999,SWZ,-
SWZ-2000,2000,SWZ,-
SWZ-2001,2001,SWZ,-
SWZ-2002,2002,SWZ,-
SWZ-2003,2003,SWZ,-
SWZ-2004,2004,SWZ,-
SWZ-2005,2005,SWZ,-
SWZ-2006,2006,SWZ,-
SWZ-2007,2007,SWZ,-
SWZ-2008,2008,SWZ,6
SWZ-2009,2009,SWZ,6
SWZ-2010,2010,SWZ,6
SWZ-2011,2011,SWZ,6
SWZ-2012,2012,SWZ,6
SWZ-2013,2013,SWZ,6
SWZ-2014,2014,SWZ,6
SWZ-2015,2015,SWZ,6
SWZ-2016,2016,SWZ,6
SWZ-2017,2017,SWZ,6
SWZ-2018,2018,SWZ,6
SWZ-2019,2019,SWZ,6
SWZ-2020,2020,SWZ,6
SWZ-2021,2021,SWZ,6
SWZ-2022,2022,SWZ,6
SWZ-2023,2023,SWZ,6
SWZ-2024,2024,SWZ,-
SWZ-2025,2025,SWZ,-
SWZ-2026,2026,SWZ,-
ETH-1999,1999,ETH,7
ETH-2000,2000,ETH,7
ETH-2001,2001,ETH,7
ETH-2002,2002,ETH,7
ETH-2003,2003,ETH,7
ETH-2004,2004,ETH,7
ETH-2005,2005,ETH,7
ETH-2006,2006,ETH,7
ETH-2007,2007,ETH,7
ETH-2008,2008,ETH,7
ETH-2009,2009,ETH,7
ETH-2010,2010,ETH,7
ETH-2011,2011,ETH,7
ETH-2012,2012,ETH,7
ETH-2013,2013,ETH,7
ETH-2014,2014,ETH,7
ETH-2015,2015,ETH,7
ETH-2016,2016,ETH,7
ETH-2017,2017,ETH,7
ETH-2018,2018,ETH,7
ETH-2019,2019,ETH,7
ETH-2020,2020,ETH,7
ETH-2021,2021,ETH,7
ETH-2022,2022,ETH,7
ETH-2023,2023,ETH,7
ETH-2024,2024,ETH,-
ETH-2025,2025,ETH,-
ETH-2026,2026,ETH,-
FJI-1999,1999,FJI,-
FJI-2000,2000,FJI,-
FJI-2001,2001,FJI,-
FJI-2002,2002,FJI,-
FJI-2003,2003,FJI,-
FJI-2004,2004,FJI,-
FJI-2005,2005,FJI,-
FJI-2006,2006,FJI,-
FJI-2007,2007,FJI,-
FJI-2008,2008,FJI,-
FJI-2009,2009,FJI,-
FJI-2010,2010,FJI,-
FJI-2011,2011,FJI,-
FJI-2012,2012,FJI,-
FJI-2013,2013,FJI,-
FJI-2014,2014,FJI,-
FJI-2015,2015,FJI,6
FJI-2016,2016,FJI,6
FJI-2017,2017,FJI,6
FJI-2018,2018,FJI,6
FJI-2019,2019,FJI,5
FJI-2020,2020,FJI,5
FJI-2021,2021,FJI,5
FJI-2022,2022,FJI,5
FJI-2023,2023,FJI,5
FJI-2024,2024,FJI,-
FJI-2025,2025,FJI,-
FJI-2026,2026,FJI,-
FIN-1999,1999,FIN,1
FIN-2000,2000,FIN,1
FIN-2001,2001,FIN,1
FIN-2002,2002,FIN,1
FIN-2003,2003,FIN,1
FIN-2004,2004,FIN,1
FIN-2005,2005,FIN,1
FIN-2006,2006,FIN,1
FIN-2007,2007,FIN,1
FIN-2008,2008,FIN,1
FIN-2009,2009,FIN,1
FIN-2010,2010,FIN,1
FIN-2011,2011,FIN,1
FIN-2012,2012,FIN,1
FIN-2013,2013,FIN,1
