COUNTRY_PERIOD_INDEX,YEAR,ISO3_COUNTRY_CODE,OECD_RATING,WB-WDI-NY.ADJ.DPEM.GN.ZS,IMF-FM-GGR_G01_GDP_PT,IMF-FM-G_X_G01_GDP_PT,WB-WDI-NY.GDP.PCAP.CD,Info-Country_Name,Legal_Systems-Civil_Law,Legal_Systems-Common_Law,Legal_Systems-Customary,Legal_Systems-Muslim,Legal_Systems-Mixed,Languages-Official_language,Languages-Regional_language,Languages-Minority_language,Languages-National_language,Languages-Widely_spoken,Geography-x_coord,Geography-y_coord,Geography-Region,Geography-Sub_Region,Geography-Intermediate_Region,Geography-Region_Code,Geography-Sub_Region_Code,Geography-Intermediate_Region_Code,Economy-Income_Group
CZE-2017,2017,CZE,1,0.0930239358647683,39.9276819612677,38.4673811973099,20636.199952435,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
CZE-2018,2018,CZE,1,0.0981865034046337,40.9968784315931,40.1153773175038,23424.4804601855,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
CZE-2019,2019,CZE,1,0.0998787397939165,40.6552429677074,40.3724891825578,23664.8478631108,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
CZE-2020,2020,CZE,1,0.106401285410319,40.602932098077,46.2526753001466,22992.8793833348,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
CZE-2021,2021,CZE,1,0.102357337154385,40.0732907349762,45.0244659153693,26822.5141862111,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
CZE-2022,2022,CZE,1,,39.9201716002787,42.9889507213748,27226.6156386023,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
CZE-2023,2023,CZE,1,,40.1160040364753,43.8973381734634,30427.4234688601,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
CZE-2024,2024,CZE,-,,40.7519711792736,42.962093525546,,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
CZE-2025,2025,CZE,-,,40.6875900109749,43.2516054155812,,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
CZE-2026,2026,CZE,-,,40.6121278224281,42.6971747613719,,CZECH REPUBLIC,1.0,0.0,0.0,0.0,0.0,Czech/Slovak,,Belarusian/Bulgarian/Croatian/German/Greek/Hungarian/Polish/Romani/Russian/Rusyn/Serbian/Ukrainian/Vietnamese,Czech,,49.817492,15.472962,Europe,Eastern Europe,Eastern Europe,150.0,151.0,0.0,High income
PRK-1999,1999,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2000,2000,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2001,2001,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2002,2002,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2003,2003,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2004,2004,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2005,2005,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2006,2006,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2007,2007,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2008,2008,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2009,2009,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2010,2010,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2011,2011,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2012,2012,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2013,2013,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2014,2014,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2015,2015,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2016,2016,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2017,2017,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2018,2018,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2019,2019,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2020,2020,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2021,2021,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2022,2022,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2023,2023,PRK,7,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2024,2024,PRK,-,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2025,2025,PRK,-,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
PRK-2026,2026,PRK,-,,,,,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,Korean,,,,,40.339852,127.510093,Asia,Eastern Asia,Eastern Asia,142.0,30.0,0.0,Low income
COD-1999,1999,COD,7,2.92222198458607,0.799129250061234,2.14737849798796,99.7572508320882,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2000,2000,COD,7,2.82819285698633,0.636877256534334,2.48942208637347,392.626333784131,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2001,2001,COD,7,2.84029003499309,2.98543740534091,4.25829401848068,148.447123509623,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2002,2002,COD,7,2.57896766945017,4.89210843234887,4.17344594968281,168.944805273879,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2003,2003,COD,7,2.35692581922411,4.94407400202378,9.18594837188759,167.981575409282,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2004,2004,COD,7,2.17209769344892,7.01737452538132,8.11072191087151,187.856781029954,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2005,2005,COD,7,2.09488790303808,8.88648003147869,8.27979011052033,211.572629664001,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2006,2006,COD,7,2.02296853642337,9.43921407090559,8.45379196416195,247.54193564633,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2007,2007,COD,7,1.96679107265176,9.19120410494987,8.78105708631125,277.612079551534,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2008,2008,COD,7,1.96337217609967,9.65450496735697,10.0667066964531,317.88921008113,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2009,2009,COD,7,1.90521710055399,13.3003796840915,12.3827410136318,290.155675073525,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2010,2010,COD,7,1.81250268606889,14.3857037525007,15.3513890869413,324.827726109271,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2011,2011,COD,7,1.73123378300282,12.7275620121164,13.6917266117169,376.374981129973,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2012,2012,COD,7,1.65457597186748,15.1132150104337,13.4048093697146,412.776260544995,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2013,2013,COD,7,1.60750773326793,13.6970521782296,11.9414222584313,444.864357559096,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2014,2014,COD,7,1.48867677937637,17.2955916331298,12.935471232649,472.266235725533,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2015,2015,COD,7,1.38813966165687,15.8873464798646,15.2306118068983,482.064568638238,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2016,2016,COD,7,1.28077964869174,13.4509784814209,13.9268607906372,456.027950583624,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2017,2017,COD,7,1.23047170152944,10.598626134477,10.3599604271632,451.089088517319,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2018,2018,COD,7,1.18760119938356,10.5553472122123,11.7287755768145,546.212593203883,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2019,2019,COD,7,1.15317177050563,10.8085082773355,13.44027361831,575.882781366465,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2020,2020,COD,7,1.0789517268291,9.37079080521106,12.5563543251356,524.666686211495,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2021,2021,COD,7,1.02952057326469,12.9632863417795,14.3665397428127,576.974729394136,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2022,2022,COD,7,,17.2718461512127,18.1835760164442,664.593543336696,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2023,2023,COD,7,,15.5131282169808,17.2445417044493,649.143987939358,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2024,2024,COD,-,,15.8073387184529,17.8292478391739,,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2025,2025,COD,-,,14.7792235917135,17.3585550531908,,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
COD-2026,2026,COD,-,,14.7347554674519,16.5371254797356,,"CONGO, POPULAR DEMOCRATIC REPUBLIC OF",1.0,0.0,1.0,0.0,1.0,French,,Lingala/Kikongo,Swahili/Tshiluba,,-4.038333,21.758664,Africa,Sub-Saharan Africa,Middle Africa,2.0,202.0,17.0,Low income
DNK-1999,1999,DNK,1,0.0824501695261153,55.7303099163564,54.6665538526004,33440.7948054204,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2000,2000,DNK,1,0.0770889640402649,54.6609571917589,52.8692298468382,30743.5476816354,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2001,2001,DNK,1,0.0820413057127698,54.1222362540507,52.9970989822026,30751.654348268,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2002,2002,DNK,1,0.0861975846292787,53.3494629750333,53.0978122254655,33228.6935448819,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2003,2003,DNK,1,0.0822091452910319,53.6406807177462,53.5013374865261,40458.7773986609,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2004,2004,DNK,1,0.0787683516476865,55.0245284743594,52.78974136138,46511.5983324305,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2005,2005,DNK,1,0.0731318041189108,56.2567017110471,51.0550104743224,48799.8256011275,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2006,2006,DNK,1,0.0695474306175268,54.9972644878302,49.7108427157643,52026.9995142723,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2007,2007,DNK,1,0.0694337194424019,54.7628882065968,49.4550651007605,58487.0549677696,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2008,2008,DNK,1,0.0687264556268912,53.7452458141338,50.2828336522591,64322.0635020842,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2009,2009,DNK,1,0.0722020600660888,53.5827074407498,56.3288870386752,58163.2768762815,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2010,2010,DNK,1,0.0696275321713378,53.9946582705241,56.5152110214816,58041.3984363385,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2011,2011,DNK,1,0.0650946747112897,54.5246173720552,56.2901264354634,61753.647131977,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2012,2012,DNK,1,0.0600944664520169,54.7031651327196,57.9056472002781,58507.5080517852,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2013,2013,DNK,1,0.0528829541928828,54.6364455484626,55.5801537129383,61191.1937042028,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2014,2014,DNK,1,0.0480736112798796,56.5297420240352,55.1016986641162,62548.9847332908,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2015,2015,DNK,1,0.0461804927799669,53.523090760248,54.4181230870168,53254.8563700916,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2016,2016,DNK,1,0.0459658309061254,52.6540538971535,52.3516538735516,54663.9983719195,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2017,2017,DNK,1,0.0455760319751658,52.2903613417861,50.601368567343,57610.0981801135,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2018,2018,DNK,1,0.0456513417808748,51.564757869476,50.75434290956,61591.9288698958,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2019,2019,DNK,1,0.0445329157388526,54.0902928716634,49.8073698243256,59592.9806886454,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2020,2020,DNK,1,0.0431774978543966,53.7021563747803,53.3396086117451,60836.5924121638,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
DNK-2021,2021,DNK,1,0.0391848140431703,53.5274687139852,49.4295470222055,69268.6517983134,DENMARK,1.0,0.0,0.0,0.0,0.0,Danish,Faroese/Kalaallisut,German,,,56.26392,9.501785,Europe,Northern Europe,Northern Europe,150.0,154.0,0.0,High income
