index,Provider Id,Provider Name,Provider Region,Dataset Id,Dataset Name,Subgroup 1 Id,Subgroup 1 Name,Subgroup 2 Id,Subgroup 2 Name
438,OECD,Organisation for Economic Co-operation and Development,World,DSD_FUA_TRAN@DF_SERVICE_ACCESS,Access to services - FUAs,GEO,"Regional, rural and urban development",,
439,OECD,Organisation for Economic Co-operation and Development,World,DSD_FUA_TRAN@DF_TRAN_COMMUT,Main mode of transport to work - FUAs,GEO,"Regional, rural and urban development",,
440,OECD,Organisation for Economic Co-operation and Development,World,DSD_FUA_TRAN@DF_TRAN_PERF,Transport performance - FUAs,GEO,"Regional, rural and urban development",,
441,OECD,Organisation for Economic Co-operation and Development,World,DSD_PII@DF_PUBLIC_INTEGRITY,Public Integrity Indicators,GOV,Public governance,GOV_ACI,Anti-corruption and integrity
442,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_INT@DF_GOV_INT_2025,"Perception of public sector integrity - Government at a glance indicators, 2025 edition",GOV,Public governance,GOV_ACI,Anti-corruption and integrity
443,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_EMPPS_REP_2023,"Public employment and representation - Government at a glance indicators, 2023 edition",GOV,Public governance,GOV_PEM,Public employment and management
444,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_EMPPS_REP_YU,"Public employment and representation - government at a glance indicators, yearly updates",GOV,Public governance,GOV_PEM,Public employment and management
445,OECD,Organisation for Economic Co-operation and Development,World,DSD_QDD_GOV_PSLC_2022@DF_GOV_PSLC_2022,Public service leadership and capability - 2022,GOV,Public governance,GOV_PEM,Public employment and management
446,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_EMPPS_REP_2025,"Public employment and representation - government at a glance indicators, 2025 edition",GOV,Public governance,GOV_PEM,Public employment and management
447,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_HRM_2025,"Human resource management indexes - government at a glance indicators, 2025 edition",GOV,Public governance,GOV_PEM,Public employment and management
448,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_COMPEMP@DF_GOV_COMPEMP_2025,"Central administration employment by age, gender, education and position - government at a glance indicators, 2025 edition",GOV,Public governance,GOV_PEM,Public employment and management
449,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_COFOG@DF_GOV_COFOG_2025,"Public finance and procurement by function - government at a glance indicators, 2025 edition",GOV,Public governance,GOV_PFB,Public finance and budgets
450,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_INFPD_2023,"Infrastructure planning and delivery indexes - Government at a glance indicators, 2023 edition",GOV,Public governance,GOV_PPR,Public procurement and infrastructure
451,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_PPROC_2023,"Size of public procurement - Government at a glance indicators, 2023 edition",GOV,Public governance,GOV_PPR,Public procurement and infrastructure
452,OECD,Organisation for Economic Co-operation and Development,World,DSD_QDD_GOV_INFRA_PH_2@DF_GOV_INFRA_PH_2,Governance of infrastructure - 2022,GOV,Public governance,GOV_PPR,Public procurement and infrastructure
453,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_INFPD_2025,"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",GOV,Public governance,GOV_PPR,Public procurement and infrastructure
454,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_PPROC_2025,"Size of public procurement - government at a glance indicators, 2025 edition",GOV,Public governance,GOV_PPR,Public procurement and infrastructure
455,OECD,Organisation for Economic Co-operation and Development,World,DSD_QDD_GOV_GRPUBPRO@DF_GOV_GRPUBPRO,Green public procurement - 2022,GOV,Public governance,GOV_PPR,Public procurement and infrastructure
456,OECD,Organisation for Economic Co-operation and Development,World,DSD_QDD_GOV_INFRA_2023@DF_GOV_INFRA_2023,Governance of infrastructure - 2023,GOV,Public governance,GOV_PPR,Public procurement and infrastructure
457,OECD,Organisation for Economic Co-operation and Development,World,DSD_QDD_GOV_PUBPRO_2024@DF_GOV_PUBPRO_2024,Public procurement - 2024,GOV,Public governance,GOV_PPR,Public procurement and infrastructure
458,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_REG@DF_GOV_REG_2023,"Stakeholder engagement, RIA, and Ex post evaluation indexes - Government at a glance indicators, 2023 edition",GOV,Public governance,GOV_REG,Regulation
459,OECD,Organisation for Economic Co-operation and Development,World,DSD_QDD_GOV_REG@DF_GOV_REG,Regulatory governance,GOV,Public governance,GOV_REG,Regulation
460,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_REG@DF_GOV_REG_2025,"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",GOV,Public governance,GOV_REG,Regulation
461,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023,"Trust and democratic governance - Government at a glance indicators, 2023 edition",GOV,Public governance,GOV_TRD,"Trust, public services and prosperity"
462,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_INT@DF_GOV_SPS_2025,"Satisfaction with public services - government at a glance indicators, 2025 edition",GOV,Public governance,GOV_TRD,"Trust, public services and prosperity"
463,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_INT@DF_GOV_TDG_2025,"Trust, security and dignity - government at a glance indicators, 2025 edition",GOV,Public governance,GOV_TRD,"Trust, public services and prosperity"
464,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_TDG_SPS_GPC@DF_GOV_SPS_2023,"Satisfaction with public services - Government at a glance indicators, 2023 edition",GOV,Public governance,GOV_TRD,"Trust, public services and prosperity"
465,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_PPROC_YU,"Size of public procurement - government at a glance indicators, yearly updates",GOV,Public governance,,
466,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV_TDG_SPS_GPC@DF_GOV_GPC_2023,"Governance of the policy cycle - Government at a glance indicators, 2023 edition",GOV,Public governance,,
468,OECD,Organisation for Economic Co-operation and Development,World,DSD_REV_LAC@DF_REVCHL,Details of tax revenue of Chile in Revenue Statistics in Latin America and the Caribbean,GOV,Public governance,,
469,OECD,Organisation for Economic Co-operation and Development,World,DSD_REV_LAC@DF_REVGUY,Details of tax revenue of Guyana,GOV,Public governance,,
470,OECD,Organisation for Economic Co-operation and Development,World,DSD_GOV@DF_GOV_DGOGD_2025,"Digital government and open government data indexes - Government at a glance indicators, 2025 edition",GOV,Public governance,GOV_OID,"Openness, innovation and digital government"
471,OECD,Organisation for Economic Co-operation and Development,World,DSD_QDD_GOV_PCSD_2023@DF_GOV_PCSD_2023,Policy coherence for sustainable development - 2023,GOV,Public governance,,
472,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROT@DF_HEALTH_PROT,Healthcare coverage,HEA,Health,HEA_COV,Healthcare coverage
473,OECD,Organisation for Economic Co-operation and Development,World,DSD_SHA@DF_SHA,Health expenditure and financing,HEA,Health,HEA_EXP,Health expenditure and financing
474,OECD,Organisation for Economic Co-operation and Development,World,DSD_SHA@DF_SHA_FP,Input costs for healthcare providers,HEA,Health,HEA_EXP,Health expenditure and financing
475,OECD,Organisation for Economic Co-operation and Development,World,DSD_SHA@DF_SHA_FS,Revenues of healthcare financing schemes,HEA,Health,HEA_EXP,Health expenditure and financing
476,OECD,Organisation for Economic Co-operation and Development,World,DSD_SHA@DF_SHA_HK,Gross fixed capital formation in the healthcare system,HEA,Health,HEA_EXP,Health expenditure and financing
477,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_AC,Acute care,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
478,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_CC,Cancer care,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
479,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_EOLC,End-of-life care,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
480,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_HCQO,Healthcare quality and outcomes,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
481,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_IC,Integrated care,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
482,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_MH,Mental healthcare,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
483,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_MHPREM,Mental health - patient reported experience measures,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
484,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_PC,Primary care,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
485,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_PE,Patient experiences,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
486,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_PIPC,Prescribing in primary care,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
487,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_PS,Patient safety,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
488,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_HKP,Hip and Knee Patient-Reported Outcome Measures,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
489,OECD,Organisation for Economic Co-operation and Development,World,DSD_HCQO@DF_PSC,Patient Safety Culture,HEA,Health,HEA_HCQ,Healthcare quality and outcomes
490,OECD,Organisation for Economic Co-operation and Development,World,DSD_PARIS@DF_PARIS,Patient-Reported Indicator Surveys (PaRIS),HEA,Health,HEA_HCQ,Healthcare quality and outcomes
491,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LTCR@DF_HEALTH_LTCR_BED,Long-term care resources and utilisation - beds,HEA,Health,HEA_LTC,Long-term care
492,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LTCR@DF_HEALTH_LTCR_RECIPIENT,Long-term care resources and utilisation - recipients,HEA,Health,HEA_LTC,Long-term care
493,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LTCR@DF_HEALTH_LTCR_WORKER,Long-term care resources and utilisation - workers,HEA,Health,HEA_LTC,Long-term care
494,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LTCR_FAC_OWNER@DF_HEALTH_LTCR_FAC_OWNER,Long-term care resources and recipients by facility ownership,HEA,Health,HEA_LTC,Long-term care
495,OECD,Organisation for Economic Co-operation and Development,World,HEALTH_PHMC@DF_KEY_INDIC,Pharmaceutical market,HEA,Health,HEA_PHM,Pharmaceutical market
496,OECD,Organisation for Economic Co-operation and Development,World,HEALTH_PHMC@DF_PHMC_CONSUM,Pharmaceutical consumption,HEA,Health,HEA_PHM,Pharmaceutical market
497,OECD,Organisation for Economic Co-operation and Development,World,HEALTH_PHMC@DF_PHMC_SALES,Pharmaceutical sales,HEA,Health,HEA_PHM,Pharmaceutical market
498,OECD,Organisation for Economic Co-operation and Development,World,HEALTH_PHMC@DF_GEN_MRKT,Generic market,HEA,Health,HEA_PHM,Pharmaceutical market
499,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_AGGR,Hospital aggregates,HEA,Health,HEA_PRC,Healthcare use
500,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_CONSULT,Consultations,HEA,Health,HEA_PRC,Healthcare use
501,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_DIAG_EXAM,Diagnostic exams,HEA,Health,HEA_PRC,Healthcare use
502,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_HOSP_AV_LENGTH,Hospital average length of stay by diagnostic categories,HEA,Health,HEA_PRC,Healthcare use
503,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_HOSP_DISCHARGE,Hospital discharges by diagnostic categories,HEA,Health,HEA_PRC,Healthcare use
504,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_IMMUN,Immunisations,HEA,Health,HEA_PRC,Healthcare use
505,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_KEY_INDIC,Healthcare utilisation,HEA,Health,HEA_PRC,Healthcare use
506,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_SCREEN,Screening,HEA,Health,HEA_PRC,Healthcare use
507,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_SURG_PROC,Surgical procedures,HEA,Health,HEA_PRC,Healthcare use
508,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_PROC@DF_WAITING,Waiting times,HEA,Health,HEA_PRC,Healthcare use
509,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC,Hospital beds by function of healthcare,HEA,Health,HEA_PRE,Healthcare provider resources
510,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU,Intensive care unit (ICU) beds and use,HEA,Health,HEA_PRE,Healthcare provider resources
511,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_HOSP@DF_BEDS_SECT,Hospital beds by sector,HEA,Health,HEA_PRE,Healthcare provider resources
512,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_HOSP@DF_HOSP,Hospitals,HEA,Health,HEA_PRE,Healthcare provider resources
513,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC,Healthcare provider resources,HEA,Health,HEA_PRE,Healthcare provider resources
514,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_HOSP@DF_MED_TECH,Medical technology availability,HEA,Health,HEA_PRE,Healthcare provider resources
515,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_EMP_REAC@DF_PHYS,Physicians,HEA,Health,HEA_RES,Healthcare human resources
516,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_EMP_REAC@DF_PHYS_AGE_SEX,Physicians by age and sex,HEA,Health,HEA_RES,Healthcare human resources
517,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_EMP_REAC@DF_PHYS_CAT,Physicians by categories,HEA,Health,HEA_RES,Healthcare human resources
518,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_EMP_REAC@DF_REAC,Healthcare human resources,HEA,Health,HEA_RES,Healthcare human resources
519,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_EMP_REAC@DF_SOC_EMPLOY,Health and social employment,HEA,Health,HEA_RES,Healthcare human resources
520,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_CARE,Caring personnel (personal care workers),HEA,Health,HEA_RES,Healthcare human resources
521,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_DNST,Dentists,HEA,Health,HEA_RES,Healthcare human resources
522,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_GRAD,Graduates,HEA,Health,HEA_RES,Healthcare human resources
523,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_HOSP_EMP,Hospital employment,HEA,Health,HEA_RES,Healthcare human resources
524,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_MIDWIFE,Midwives,HEA,Health,HEA_RES,Healthcare human resources
525,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_NURSE,Nurses,HEA,Health,HEA_RES,Healthcare human resources
526,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_PHST,Pharmacists,HEA,Health,HEA_RES,Healthcare human resources
527,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_PSIO,Physiotherapists,HEA,Health,HEA_RES,Healthcare human resources
528,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_REMUN,Remuneration of health professionals,HEA,Health,HEA_RES,Healthcare human resources
529,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_WFMI@DF_HEALTH_WFMI,Health workforce migration,HEA,Health,HEA_RES,Healthcare human resources
530,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_REAC_EMP@DF_NURS_AGE_SEX,Nurses by age and sex,HEA,Health,HEA_RES,Healthcare human resources
531,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LVNG@DF_HEALTH_LVNG,Risk factors for health,HEA,Health,HEA_RIS,Risk factors for health
532,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC,Alcohol consumption,HEA,Health,HEA_RIS,Risk factors for health
533,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW,Body weight,HEA,Health,HEA_RIS,Risk factors for health
534,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC,Food supply and consumption,HEA,Health,HEA_RIS,Risk factors for health
535,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC,Tobacco consumption,HEA,Health,HEA_RIS,Risk factors for health
536,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP,Use of vaping products,HEA,Health,HEA_RIS,Risk factors for health
537,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_MORTALITY@DF_MORTALITY,Mortality by week,HEA,Health,HEA_STA,Health status
538,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_MORTALITY@DF_MORTALITY_COVID,COVID-19 mortality by week,HEA,Health,HEA_STA,Health status
539,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_MORTALITY@DF_MORTALITY_EXCESS,Excess mortality by week,HEA,Health,HEA_STA,Health status
540,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_AM,Avoidable mortality,HEA,Health,HEA_STA,Health status
541,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_AWDI,Sickness absences from work,HEA,Health,HEA_STA,Health status
542,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_C,Cancer,HEA,Health,HEA_STA,Health status
543,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_CD,Communicable diseases,HEA,Health,HEA_STA,Health status
544,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_COM,Causes of mortality,HEA,Health,HEA_STA,Health status
545,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_HEALTH_STATUS,Health status,HEA,Health,HEA_STA,Health status
546,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_I,Injuries,HEA,Health,HEA_STA,Health status
547,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_IH_LB,Infant health: low birthweight,HEA,Health,HEA_STA,Health status
548,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_LE,Life expectancy,HEA,Health,HEA_STA,Health status
549,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_MIM,Maternal and infant mortality,HEA,Health,HEA_STA,Health status
550,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_PHS,Perceived health status,HEA,Health,HEA_STA,Health status
551,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_PHS_SES,Perceived health status by socio-economic status,HEA,Health,HEA_STA,Health status
552,OECD,Organisation for Economic Co-operation and Development,World,DSD_HEALTH_STAT@DF_PYLL,Potential years of life lost,HEA,Health,HEA_STA,Health status
553,OECD,Organisation for Economic Co-operation and Development,World,DSD_HSCS2023@DF_HSCS2023,Health System Characteristics Survey - 2023 Round,HEA,Health,,
554,OECD,Organisation for Economic Co-operation and Development,World,DSD_HSCS@DF_HSCS,"Health System Characteristics Survey 2012, 2016 and 2018(LAC) Rounds",HEA,Health,,
570,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDTAX@DF_IPTAX,Income-based tax support for R&D and Innovation,INT,"Science, technology and innovation",INT_PUB,Innovation and R&D policy
571,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDTAX@DF_RDSUB,Implied tax subsidy rates on R&D expenditures,INT,"Science, technology and innovation",INT_PUB,Innovation and R&D policy
572,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDTAX@DF_RDTAX,R&D tax expenditure and direct government funding of BERD,INT,"Science, technology and innovation",INT_PUB,Innovation and R&D policy
573,OECD,Organisation for Economic Co-operation and Development,World,DSD_MSTI@DF_MSTI,Main Science and Technology Indicators (MSTI database),INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
574,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_BERD@DF_BERD_INDU,Business enterprise R&D expenditure by industry,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
575,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_BERD@DF_BERD_MA_SOF,Business enterprise R&D expenditure by main activity (focussed) and source of funds,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
576,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_BERD@DF_BERD_MA_TOE,Business enterprise R&D expenditure by main activity (focussed) and type of expenditure,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
577,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_BERD@DF_BERD_SOF_SIZE,Business enterprise R&D expenditure by size class and by source of funds,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
578,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_GERD@DF_GERD_FORD,Gross domestic expenditure on R&D by sector of performance and field of R&D,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
579,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_GERD@DF_GERD_SEO,Gross domestic expenditure on R&D by sector of performance and socio-economic objectives,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
580,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_GERD@DF_GERD_SOF,Gross domestic expenditure on R&D by sector of performance and source of funds,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
581,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_GERD@DF_GERD_TOE,Gross domestic expenditure on R&D by sector of performance and type of expenditure,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
582,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_GERD@DF_GERD_TORD,Gross domestic expenditure on R&D by sector of performance and type of R&D,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
583,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_GOV@DF_GBARD_NABS07,Government budget allocations for R&D,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
584,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_PERS@DF_PERS_FORD,R&D personel by sector of performance and major field of R&D,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
585,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_PERS@DF_PERS_FUNC,R&D personnel by sector of performance and function,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
586,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_PERS@DF_PERS_INDU,R&D personnel in the business enterprise sector by main activity,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
587,OECD,Organisation for Economic Co-operation and Development,World,DSD_RDS_PERS@DF_PERS_QUAL,R&D personnel by sector of performance and formal qualification,INT,"Science, technology and innovation",INT_RD,Research and development (R&D)
588,OECD,Organisation for Economic Co-operation and Development,World,DSD_EARNINGS@AGE_WAGE_GAP,Wage gap by age,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
589,OECD,Organisation for Economic Co-operation and Development,World,DSD_EARNINGS@DEC_I,Decile ratios of gross earnings,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
590,OECD,Organisation for Economic Co-operation and Development,World,DSD_EARNINGS@GENDER_WAGE_GAP,Gender wage gap,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
591,OECD,Organisation for Economic Co-operation and Development,World,DSD_EARNINGS@MIN2AVE,Minimum relative to average wages of full-time workers,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
592,OECD,Organisation for Economic Co-operation and Development,World,DSD_EARNINGS@MW_CURP,Minimum wages at current prices in national currency units (NCU),JOB,Employment,JOB_BW,"Benefits, earnings and wages"
593,OECD,Organisation for Economic Co-operation and Development,World,DSD_EARNINGS@PAY_INCIDENCE,Incidence of low and high pay,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
594,OECD,Organisation for Economic Co-operation and Development,World,DSD_EARNINGS@RMW,Real minimum wages at constant prices,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
595,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_HGRR@DF_HGRR,Historical gross replacement rates of unemployment benefits,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
596,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_HOURSPOV@DF_HOURSPOV,Hours of work needed to escape poverty,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
597,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_IA@DF_IA,Adequacy of minimum income benefits,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
598,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_IMW@DF_IMW,Annual net and gross earnings of minimum wage earners,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
599,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_METR@DF_METR,Effective tax rates on additional working hours,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
600,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_NCC@DF_NCC,Net childcare cost for parents using centre-based childcare,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
601,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_NRR@DF_NRR,Net replacement rates in unemployment,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
602,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_PTR@DF_PTRCCSA,Effective tax rates on taking up work when claiming minimum income and using childcare services,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
603,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_PTR@DF_PTRCCUB,Effective tax rates on taking up work when claiming unemployment benefits and using childcare services,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
604,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_PTR@DF_PTRSA,Effective tax rates on taking up work when claiming minimum income benefits,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
605,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_PTR@DF_PTRUB,Effective tax rate on taking up work when claiming unemployment benefits,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
606,OECD,Organisation for Economic Co-operation and Development,World,DSD_TAXBEN_SBE@DF_SBE,Strictness of activation requirements for benefit recipients,JOB,Employment,JOB_BW,"Benefits, earnings and wages"
607,OECD,Organisation for Economic Co-operation and Development,World,DSD_ALFS@DF_ALFS_EMP,Employment by activites and status (ALFS),JOB,Employment,JOB_EMP,Employment indicators
608,OECD,Organisation for Economic Co-operation and Development,World,DSD_ALFS@DF_ALFS_EMP_EES,Number of employees by activities (ISIC Rev. 4),JOB,Employment,JOB_EMP,Employment indicators
